"chromosome","gene_name","start","end"
"14","TRAV33",22190158,22190713
"14","TRAV34",22207522,22208129
"14","TRAV35",22221896,22222475
"14","TRAV36DV7",22226746,22227254
"14","TRAV37",22265749,22266264
"14","TRAV38-1",22271968,22272563
"14","TRAV38-2DV8",22281105,22281748
"14","TRAV39",22304054,22304553
"14","TRAV4",21736152,21736982
"14","TRAV40",22314490,22314919
"14","TRAV41",22320188,22320691
"14","TRAV5",21749178,21749705
"14","TRAV6",21768489,21769080
"14","TRAV7",21782993,21783503
"14","TRAV8-1",21797287,21797886
"14","TRAV8-2",21846537,21847221
"14","TRAV8-3",21852558,21853006
"14","TRAV8-4",21894433,21895030
"14","TRAV8-5",21903077,21904598
"14","TRAV8-6",21978459,21979120
"14","TRAV8-7",22132553,22133034
"14","TRAV9-1",21811502,21811977
"14","TRAV9-2",21941128,21941657
"14","TRD-AS1",22197446,22484462
"14","TRDC",22462932,22465787
"14","TRDD1",22438547,22438554
"14","TRDD2",22439007,22439015
"14","TRDD3",22449113,22449125
"14","TRDJ1",22450089,22450139
"14","TRDJ2",22456689,22456742
"14","TRDJ3",22459098,22459156
"14","TRDJ4",22455249,22455296
"14","TRDV1",22096032,22096619
"14","TRDV2",22422371,22423042
"14","TRDV3",22469041,22469698
"14","TRIM9",50975262,51096061
"14","TRIP11",91965991,92040896
"14","TRMT5",60971441,60981170
"14","TRMT61A",103529196,103537073
"14","TRMT61A-DT",103525010,103529072
"14","TSHR",80954989,81146306
"14","TSSK4",24205696,24208362
"14","TTC5",20256558,20305960
"14","TTC6",37595629,38041442
"14","TTC7B",90524564,90816479
"14","TTC7B-AS1",90642638,90648894
"14","TTC8",88824153,88881078
"14","TTC9",70641916,70675366
"14","TTC9-DT",70608798,70641298
"14","TTLL5",75633625,75955079
"14","TUBBP3",43274824,43275697
"14","TUNAR",95866587,95925663
"14","TXNDC16",52430596,52552522
"14","U2",75270700,75270780
"14","U3",63651296,101145695
"14","U6",24352057,24352157
"14","UBA52P3",58141279,58141660
"14","UBE2CP1",30683045,30683598
"14","UBE2NP1",21611924,21612381
"14","UBR7",93207241,93229215
"14","UNC79",93333219,93707876
"14","UNGP3",81259565,81260239
"14","VASH1",76761468,76783015
"14","VASH1-AS1",76781733,76786724
"14","VASH1-DT",76710658,76761388
"14","VCPKMT",50108632,50116600
"14","VDAC3P1",99964529,99965378
"14","VIPAS39",77426675,77457952
"14","VRK1",96797304,96954846
"14","VRTN",74303069,74360008
"14","VSX2",74239449,74262738
"14","VTI1B",67647085,67674820
"14","WARS1",100333790,100376805
"14","WDHD1",54938949,55027105
"14","WDR20",102139503,102224847
"14","WDR25",100376418,100530303
"14","WDR89",63597039,63641871
"14","XRCC3",103697609,103715504
"14","YBX1P1",66012830,66013789
"14","YLPM1",74763316,74859435
"14","YTHDF2P1",39215065,39216335
"14","YWHAQP1",42807378,42808112
"14","YWHAZP1",44290997,44291718
"14","YY1",100238298,100282788
"14","Y_RNA",20679411,103725825
"14","ZBTB1",64503712,64533690
"14","ZBTB25",64449106,64505213
"14","ZBTB42",104800596,104804712
"14","ZC2HC1C",75064109,75119502
"14","ZC3H14",88562970,88627596
"14","ZDHHC22",77131270,77142734
"14","ZFAND2AP2",31964560,31964714
"14","ZFHX2",23520857,23556192
"14","ZFHX2-AS1",23511760,23560778
"14","ZFP36L1",68787660,68796253
"14","ZFP64P1",50704343,50705511
"14","ZFYVE1",72969451,73027131
"14","ZFYVE21",103715730,103733668
"14","ZFYVE26",67727374,67816590
"14","ZMYND19P1",77696591,77697377
"14","ZNF219",21090077,21104722
"14","ZNF410",73886617,73932521
"14","ZNF839",102317377,102342702
"15","AAGAB",67200667,67255195
"15","ABCB10P1",23179869,23182049
"15","ABCB10P3",28402868,28405033
"15","ABCB10P4",28506625,28508808
"15","ABHD17C",80679684,80755621
"15","ABHD2",89087459,89202355
"15","ACAN",88803436,88875353
"15","ACSBG1",78167468,78245688
"15","ACTBP7",43989061,43990184
"15","ACTC1",34790107,34795589
"15","ACTG1P15",34373541,34374603
"15","ACTG1P17",82725873,82738904
"15","ADAL",43330672,43354569
"15","ADAM10",58588809,58749791
"15","ADAMTS17",99971437,100342005
"15","ADAMTS7",78759206,78811464
"15","ADAMTS7P1",82298553,82334609
"15","ADAMTS7P3",77976042,77993057
"15","ADAMTS7P4",85255369,85270892
"15","ADAMTSL3",83654088,84039842
"15","ADPGK",72751294,72785846
"15","ADPGK-AS1",72782835,72798199
"15","AEN",88621337,88632281
"15","AGBL1",86079871,87049169
"15","AGBL1-AS1",86295649,86317173
"15","AHCYP7",50417385,50418692
"15","AKAP13",85380571,85749358
"15","AKAP13-AS1",85619623,85670948
"15","ALDH1A2",57953424,58497866
"15","ALDH1A2-AS1",58065225,58071043
"15","ALDH1A3",100877714,100916626
"15","ALDH1A3-AS1",100892343,100919391
"15","ALPK3",84817356,84873479
"15","ANKDD1A",64911902,64958691
"15","ANKRD34C",79282722,79298239
"15","ANKRD34C-AS1",79123939,79283964
"15","ANKRD63",40278372,40283064
"15","ANP32A",68778535,68820897
"15","ANP32AP1",35181799,35238197
"15","ANP32BP1",75321397,75322693
"15","ANP32BP3",81117635,81118340
"15","ANPEP",89784895,89815401
"15","ANXA2",60347134,60402883
"15","AP3B2",82659281,82710112
"15","AP3S2",89830599,89894638
"15","AP4E1",50908672,51005895
"15","APBA2",28884483,29118315
"15","APH1B",63276018,63309126
"15","AQP9",58138169,58185911
"15","AQR",34851782,34969742
"15","ARHGAP11A",32615144,32639941
"15","ARHGAP11A-DT",32585524,32615158
"15","ARHGAP11A-SCG5",32613860,32697095
"15","ARHGAP11B",30624494,30649529
"15","ARHGAP11B-DT",30616998,30625773
"15","ARID3B",74541206,74598131
"15","ARIH1",72474330,72602987
"15","ARNT2",80404350,80597933
"15","ARNT2-DT",80344853,80404214
"15","ARPIN",89895006,89912952
"15","ARPIN-AP3S2",89834308,89912882
"15","ARPP19",52547045,52569883
"15","ARRDC4",97960703,97973833
"15","ASB7",100602589,100651701
"15","ASB9P1",92795647,92796439
"15","ATOSA",52581317,52709817
"15","ATP10A",25677273,25865184
"15","ATP10A-DT",25865295,25877211
"15","ATP5MFP6",66414933,66415198
"15","ATP5PDP1",43267904,43268388
"15","ATP8B4",49858238,50182817
"15","AVEN",33858782,34075155
"15","B2M",44711358,44718851
"15","BAHD1",40439721,40468236
"15","BBS4",72686179,72738475
"15","BCAR1P1",20073699,20074334
"15","BCAR1P2",21080812,21081447
"15","BCL2A1",79960892,79971196
"15","BCL2L10",52109263,52112775
"15","BLM",90717346,90816166
"15","BLOC1S6",45587214,45615945
"15","BMF",40087890,40108892
"15","BMF-AS1",40088832,40089386
"15","BMS1P15",20153776,20160826
"15","BMS1P16",21160305,21167357
"15","BNC1",83255884,83284664
"15","BNIP2",59659146,59689339
"15","BNIP3P5",42313687,42314386
"15","BTBD1",83016423,83067252
"15","BUB1B",40161023,40221123
"15","BUB1B-PAK6",40218500,40264890
"15","C15orf32",92471654,92501117
"15","C15orf39",75195643,75212169
"15","C15orf40",82988441,83011641
"15","C15orf48",45430579,45448761
"15","C15orf61",67521131,67530146
"15","C15orf62",40769980,40772449
"15","C2CD4A",62066977,62070917
"15","C2CD4B",62163535,62165285
"15","CA12",63321378,63381846
"15","CALML4",68190705,68206079
"15","CAPN3",42359498,42412949
"15","CARMAL",89041223,89082819
"15","CARS1P1",68749501,68750691
"15","CATSPER2",43628503,43668118
"15","CATSPER2P1",43726918,43747094
"15","CCDC32",40528683,40565054
"15","CCDC33",74202705,74336472
"15","CCDC9B",40331452,40340939
"15","CCNB2",59105126,59125045
"15","CCNDBP1",43185118,43197177
"15","CCPG1",55340032,55408510
"15","CD24P2",56071421,56071639
"15","CD276",73683966,73714514
"15","CDAN1",42723544,42737128
"15","CDIN1",36579626,36810248
"15","CELF6",72284727,72320157
"15","CEMIP",80779343,80951776
"15","CEP152",48712928,48811146
"15","CERNA1",52179999,52206915
"15","CERS3",100400395,100544995
"15","CERS3-AS1",100372936,100437914
"15","CFAP161",81007033,81149179
"15","CGNL1",57375967,57550717
"15","CHAC1",40952962,40956512
"15","CHASERR",92819540,92899701
"15","CHD2",92886203,93027996
"15","CHEK2P2",20282744,20291586
"15","CHP1",41230839,41281887
"15","CHRFAM7A",30360566,30393849
"15","CHRM5",33968497,34067458
"15","CHRNA3",78593052,78621295
"15","CHRNA5",78565520,78595269
"15","CHRNA7",31923438,32173018
"15","CHRNB4",78624111,78727754
"15","CHST14",40470984,40473158
"15","CHSY1",101175727,101252048
"15","CIAO2A",64072565,64093857
"15","CIB1",90229975,90234047
"15","CIB2",78104606,78131535
"15","CIBAR1P1",41163162,41164374
"15","CILP",65194760,65211473
"15","CKMT1A",43692886,43699222
"15","CKMT1B",43593054,43604901
"15","CLK3",74598500,74645414
"15","CLN6",68206992,68257211
"15","CLPX",65148219,65185342
"15","CNOT6LP1",56005715,56007176
"15","COMMD4",75336020,75343224
"15","COMMD4P1",77941442,77942747
"15","COMMD4P2",74097106,74098414
"15","COPS2",49106068,49155661
"15","CORO2B",68578993,68727806
"15","COX5A",74919791,74938083
"15","COX6CP4",36571985,36572212
"15","CPEB1",82543201,82648861
"15","CPEB1-AS1",82647770,82692820
"15","CPLX3",74826627,74831802
"15","CRABP1",78340353,78348225
"15","CRAT37",91408708,91653389
"15","CRTC3",90529923,90645345
"15","CRTC3-AS1",90620007,90717141
"15","CSK",74782080,74803197
"15","CSNK1A1P1",36798596,36818459
"15","CSNK1G1",64165525,64356173
"15","CSPG4",75674322,75712848
"15","CSPG4P10",82459472,82470008
"15","CSPG4P11",84186752,84197384
"15","CSPG4P12",85191438,85202009
"15","CSPG4P13",77894684,77904674
"15","CSPG4P5",84401807,84408005
"15","CT62",71110244,71115494
"15","CTDSPL2",44427622,44529038
"15","CTDSPL2-DT",44402685,44427144
"15","CTSH",78921058,78949574
"15","CTXN2",48178122,48203758
"15","CTXN2-AS1",48187121,48191691
"15","CTXND1",80195481,80252213
"15","CXADRP2",21372793,21373881
"15","CYCSP2",41108878,41109178
"15","CYCSP38",60558080,60558401
"15","CYFIP1",22867052,22981063
"15","CYP11A1",74337759,74367646
"15","CYP19A1",51208057,51338601
"15","CYP1A1",74719542,74725536
"15","CYP1A2",74748845,74756607
"15","DAPK2",63907036,64072033
"15","DCAF13P3",50944663,50945996
"15","DDX11L16",101976558,101979093
"15","DDX11L9",101977294,101978791
"15","DENND4A",65658046,65792293
"15","DEPDC1P1",31765743,31768201
"15","DET1",88494440,88546681
"15","DIS3L",66293217,66333898
"15","DIS3L-AS1",66278498,66293357
"15","DISP2",40358219,40378621
"15","DLL4",40929340,40939073
"15","DMAC1P1",25169337,25169676
"15","DMXL2",51447711,51622833
"15","DNAAF4",55410525,55508234
"15","DNAAF4-CCPG1",55355248,55498360
"15","DNAJA4",78264086,78282196
"15","DNAJA4-DT",78250502,78264156
"15","DNAJC17",40765161,40807478
"15","DNM1P28",30098826,30102093
"15","DNM1P30",30150872,30153409
"15","DNM1P31",32384937,32387484
"15","DNM1P32",32436503,32439767
"15","DNM1P33",74062780,74063785
"15","DNM1P34",75301642,75302664
"15","DNM1P35",75727670,75738629
"15","DNM1P38",82531653,82534139
"15","DNM1P41",84166547,84169896
"15","DNM1P46",99798123,99801179
"15","DNM1P47",101751553,101764961
"15","DNM1P49",75791470,75792683
"15","DNM1P5",34520608,34521791
"15","DNM1P50",30567822,30571089
"15","DNM1P51",84398990,84401731
"15","DPH6",35217345,35546193
"15","DPH6-DT",35546154,35860199
"15","DPP8",65442463,65517704
"15","DPPA5P2",45566776,45567074
"15","DRAIC",69462921,69843120
"15","DTWD1",49621037,49656232
"15","DUOX1",45129933,45165576
"15","DUOX2",45092650,45114172
"15","DUOXA1",45117366,45129938
"15","DUOXA2",45114326,45118421
"15","DUT",48331011,48343373
"15","DUT-AS1",48312353,48331856
"15","DUXAP6",92281484,92282084
"15","EDC3",74630558,74696292
"15","EEF1A1P22",52937139,52938518
"15","EEF1B2P1",52505191,52505862
"15","EFL1",82130206,82262773
"15","EFL1P1",84080168,84126604
"15","EGLN1P1",84633874,84634635
"15","EHD4",41895933,41972557
"15","EHD4-AS1",41921417,41929286
"15","EID1",48878134,48880173
"15","EIF2AK4",39934115,40035591
"15","EIF3J",44537125,44563029
"15","EIF3J-DT",44527257,44537046
"15","EIF4EBP2P2",42581156,42581488
"15","EIF5A2P1",72041194,72041653
"15","ELL3",43772605,43777315
"15","ELMO2P1",23083094,23095402
"15","ELOCP2",41557027,41557435
"15","EMC4",34225013,34230156
"15","EMC7",34084017,34101862
"15","ENO1P2",92420860,92422735
"15","ENTREP2",29120252,29570979
"15","EPB42",43197227,43221018
"15","ETFA",76188555,76311730
"15","EWSAT1",69072926,69095820
"15","EXD1",41182725,41230757
"15","FABP5P8",83044368,83044771
"15","FABP5P9",85415228,85415633
"15","FAH",80152490,80186946
"15","FAM138E",101954885,101956412
"15","FAM149B1P1",96756987,96758596
"15","FAM169BP",98437162,98547728
"15","FAM174B",92617448,92809884
"15","FAM219B",74899992,74906883
"15","FAM227B",49326962,49620929
"15","FAM30B",20012741,20014208
"15","FAM30C",21019388,21020851
"15","FAM81A",59372693,59523555
"15","FAM98B",38454127,38487710
"15","FAN1",30890559,30943108
"15","FANCI",89243945,89317261
"15","FBN1",48408313,48645721
"15","FBN1-DT",48645951,48652016
"15","FBXL22",63597353,63602428
"15","FBXO22",75903876,75942511
"15","FDPSP4",42939310,42940358
"15","FEM1B",68277745,68295862
"15","FES",90883695,90895776
"15","FGF7",49423237,49488775
"15","FKBP1AP2",73143236,73143518
"15","FMN1",32765544,33194714
"15","FOXB1",60004234,60061730
"15","FRMD5",43870761,44195271
"15","FSCN1P1",34494420,34495900
"15","FSD2",82755362,82806070
"15","FSIP1",39588357,39782841
"15","FURIN",90868588,90883564
"15","GABARAPL3",90347587,90349437
"15","GABPB1",50275389,50355408
"15","GABPB1-AS1",50354944,50372202
"15","GABPB1-IT1",50348936,50354861
"15","GABRA5",26866911,26949208
"15","GABRB3",26543552,26939539
"15","GABRG3",26971181,27541984
"15","GABRG3-AS1",27038978,27161319
"15","GALK2",49155656,49367869
"15","GANC",42273201,42353666
"15","GAPDHP43",44354691,44355692
"15","GAPDHP55",44063511,44064313
"15","GAPDHP61",64528667,64529671
"15","GATM",45361124,45402327
"15","GCAWKR",100849831,100876836
"15","GCHFR",40764068,40767708
"15","GCNT3",59594875,59640239
"15","GCOM1",57591908,57714745
"15","GDPGP1",90233808,90245811
"15","GEMIN8P1",69803316,69804046
"15","GJD2",34751032,34754998
"15","GJD2-DT",34755084,34813505
"15","GLCE",69160584,69272217
"15","GLDN",51341655,51408005
"15","GNB5",52115100,52191392
"15","GOLGA2P10",82476498,82477926
"15","GOLGA2P11",62253730,62270680
"15","GOLGA2P7",84203866,84205319
"15","GOLGA2P8",90291962,90295683
"15","GOLGA6A",74069857,74082550
"15","GOLGA6B",72654697,72669599
"15","GOLGA6C",75258334,75273455
"15","GOLGA6D",75282835,75295530
"15","GOLGA6EP",75775594,75786898
"15","GOLGA6FP",77915184,77926825
"15","GOLGA6GP",78727177,78736684
"15","GOLGA6L1",23127066,23136822
"15","GOLGA6L10",82339993,82349475
"15","GOLGA6L17P",82519654,82526412
"15","GOLGA6L2",23439038,23447243
"15","GOLGA6L22",22458903,22469226
"15","GOLGA6L23P",32489267,32491586
"15","GOLGA6L24",28347851,28358084
"15","GOLGA6L25",28553568,28563779
"15","GOLGA6L26",23324535,23334196
"15","GOLGA6L3P",85240472,85247170
"15","GOLGA6L4",84235773,84245358
"15","GOLGA6L5P",84509926,84516785
"15","GOLGA6L6",20531856,20541800
"15","GOLGA6L7",28841832,28848675
"15","GOLGA6L9",82429816,82439153
"15","GOLGA8A",34378935,34437808
"15","GOLGA8B",34525095,34588503
"15","GOLGA8CP",20562375,20575696
"15","GOLGA8DP",23157366,23170711
"15","GOLGA8EP",22427634,22437902
"15","GOLGA8F",28378621,28392021
"15","GOLGA8G",28519611,28533014
"15","GOLGA8H",30604028,30617752
"15","GOLGA8IP",22607540,22617854
"15","GOLGA8J",30082955,30096690
"15","GOLGA8K",32389599,32403292
"15","GOLGA8M",28698583,28738431
"15","GOLGA8N",32593456,32607310
"15","GOLGA8O",32441914,32455634
"15","GOLGA8Q",30552050,30565684
"15","GOLGA8R",30400562,30414260
"15","GOLGA8S",23354748,23368341
"15","GOLGA8T",30135051,30148748
"15","GOLGA8UP",30791573,30801859
"15","GOLGA8VP",101771758,101781989
"15","GOLM2",44288719,44415758
"15","GPR176",39799008,39920936
"15","GPR176-DT",39921042,39925880
"15","GRAMD2A",72159806,72197787
"15","GRAMD4P5",20813299,20814958
"15","GRAMD4P6",21383821,21384064
"15","GREM1",32718004,32745106
"15","GREM1-AS1",32717270,32719007
"15","GTF2A2",59638062,59657541
"15","H2AZ2P1",92713477,92734219
"15","H3P38",39951375,39951708
"15","H3P39",45215547,45215943
"15","H3P40",94168349,94168751
"15","HACD3",65530418,65578349
"15","HAPLN3",88877294,88895597
"15","HAUS2",42548828,42569994
"15","HCN4",73319859,73368958
"15","HDC",50241947,50265965
"15","HDDC3",90929968,90935196
"15","HDGFL3",83112738,83207823
"15","HERC1",63608618,63833948
"15","HERC2",28111040,28322179
"15","HERC2P1",28332237,28336609
"15","HERC2P10",30815271,30844153
"15","HERC2P11",28575019,28579400
"15","HERC2P2",22495570,22579813
"15","HERC2P3",20379495,20506180
"15","HERC2P6",23430839,23435212
"15","HERC2P7",22480439,23314566
"15","HERC2P9",28590189,28685264
"15","HEXA",72340924,72376420
"15","HEXA-AS1",72376051,72378788
"15","HIGD2B",72675798,72686182
"15","HMG20A",77420412,77485607
"15","HMGB1P33",56323193,56323719
"15","HMGB1P51",58672296,58672933
"15","HMGB1P6",71164770,71165415
"15","HMGB1P8",89135547,89136495
"15","HMGN1P26",62362029,62362331
"15","HMGN1P38",92711808,92712110
"15","HMGN2P40",68254549,68254939
"15","HMGN2P46",45511136,45586290
"15","HMGN2P47",67000814,67001085
"15","HMGN2P5",29730713,29730985
"15","HNRNPA1P44",65816302,65817481
"15","HNRNPA1P45",35400691,35401768
"15","HNRNPA1P5",67627852,67629135
"15","HNRNPA1P62",99284625,99285576
"15","HNRNPA1P71",33012119,33013068
"15","HNRNPA1P74",54320731,54321565
"15","HNRNPA3P11",57246960,57247893
"15","HNRNPCP3",79236332,79237206
"15","HNRNPLP2",34489002,34490571
"15","HNRNPMP1",44447577,44449344
"15","HOMER2",82836946,82986153
"15","HSP90AB4P",58691106,58693125
"15","HSP90B2P",99257632,99260015
"15","HSPE1P3",90634725,90635033
"15","HYKK",78507564,78537372
"15","HYPK",43796142,43804427
"15","ICE2",60419609,60479160
"15","IDH2",90083045,90102477
"15","IDH2-DT",90102649,90138016
"15","IDH3A",78131498,78171945
"15","IGDCC3",65327127,65378002
"15","IGDCC4",65381484,65422947
"15","IGF1R",98648539,98964530
"15","IGHD1OR15-1A",20011153,20011169
"15","IGHD1OR15-1B",21017800,21017816
"15","IGHD2OR15-2A",20008402,20008432
"15","IGHD2OR15-2B",21015048,21015078
"15","IGHD3OR15-3A",20005905,20005935
"15","IGHD3OR15-3B",21012559,21012589
"15","IGHD4OR15-4A",20004797,20004815
"15","IGHD4OR15-4B",21011451,21011469
"15","IGHD5OR15-5A",20003840,20003862
"15","IGHD5OR15-5B",21010494,21010516
"15","IGHV1OR15-1",22160431,22160868
"15","IGHV1OR15-2",19972782,19973218
"15","IGHV1OR15-3",22178107,22178542
"15","IGHV1OR15-4",22194885,22195317
"15","IGHV1OR15-6",20639464,20639890
"15","IGHV1OR15-9",19964666,19965101
"15","IGHV3OR15-7",19987656,19988117
"15","IGHV4OR15-8",22184967,22185402
"15","IL16",81159575,81314058
"15","IMP3",75639085,75648706
"15","INAFM2",40323692,40326715
"15","INO80",40978880,41116280
"15","INO80-AS1",41016807,41027893
"15","INSYN1",73735458,73753351
"15","INSYN1-AS1",73752317,73770613
"15","INTS14",65578753,65611289
"15","IQCH",67254786,67502260
"15","IQCH-AS1",67290636,67521844
"15","IQGAP1",90388242,90502239
"15","IRAIN",98645118,98647389
"15","IREB2",78437431,78501453
"15","ISCA1P4",40948736,40948869
"15","ISG20",88635670,88656483
"15","ISL2",76336773,76342475
"15","ISLR",74173710,74176872
"15","ISLR2",74100311,74138540
"15","ITGA11",68296532,68432163
"15","ITPKA",41493393,41503551
"15","IVD",40405485,40435947
"15","JMJD7",41828092,41837581
"15","JMJD7-PLA2G4B",41828095,41848155
"15","KATNBL1",34140674,34210096
"15","KBTBD13",65076746,65079948
"15","KIF23",69414246,69448427
"15","KIF23-AS1",69396904,69415029
"15","KIF7",89608789,89663086
"15","KLF13",31326835,31435665
"15","KLHL25",85759326,85794925
"15","KNL1",40594020,40664342
"15","KNSTRN",40382721,40394288
"15","KRT18P47",88960070,88961046
"15","KRT8P23",76979245,76980451
"15","KRT8P24",48971803,48973361
